pid,dispatch_time,completion_time,wait,turnaround
p1,1748106072.6703997,1748106077.6795394,0.26375675201416016,5.2728965282440186
p2,1748106081.6703231,1748106087.6801803,0.42981982231140137,6.439677000045776
